@relation 'TrainingData-weka.filters.unsupervised.attribute.Remove-R1,3-4,18-weka.filters.unsupervised.attribute.Remove-R3-4'

@attribute ' Behaviour' {0,1,2,3}
@attribute ' Orientation' numeric
@attribute ' DistanceToEnemyBase' numeric
@attribute ' DistanceToOwnBase' numeric
@attribute ' DistanceToEnemyFlagScore' numeric
@attribute ' DistanceToOwnFlagScore' numeric
@attribute ' DistanceToEnemyFlagSpawn' numeric
@attribute ' DistanceToOwnFlagSpawn' numeric
@attribute ' Visibility' numeric
@attribute ' DistanceToNearestEnemy' numeric
@attribute ' seesEnemy' {0,1}
@attribute ' GameState' numeric

@data
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,0.785398,60,70,58,52,10,10,17,999999,0,3
0,-2.062726,61,35,19,27,39,39,60,15,1,3
0,-2.01833,61,35,19,27,39,39,60,999999,0,3
0,-1.990556,61,35,19,27,39,39,60,999999,0,3
0,-1.970786,61,37,17,25,39,39,57,999999,0,3
0,-1.954862,61,37,17,25,39,39,57,999999,0,3
0,-1.940782,61,37,17,25,39,39,57,999999,0,3
0,-1.927583,61,37,17,25,39,39,57,999999,0,3
0,-1.914801,60,38,16,24,40,40,49,999999,0,3
0,-1.902215,60,38,16,24,40,40,49,999999,0,3
0,-1.88972,60,38,16,24,40,40,49,999999,0,3
0,-2.788148,82,0,54,62,60,60,20,999999,0,3
0,-2.770418,82,0,54,62,60,60,20,999999,0,3
0,-2.766294,82,0,54,62,60,60,20,999999,0,3
0,-2.765335,81,1,53,61,59,59,20,999999,0,3
0,-2.750745,81,1,53,61,59,59,20,999999,0,3
0,-2.725634,81,3,53,61,57,57,20,999999,0,3
0,-2.719794,81,3,53,61,57,57,20,41,1,3
0,-2.718436,80,4,52,60,56,56,20,999999,0,3
0,-2.161872,76,12,48,56,48,48,35,999999,0,3
0,-2.050488,77,13,49,57,47,47,33,999999,0,3
0,-2.172867,77,13,49,57,47,47,33,999999,0,3
0,-2.272838,77,15,49,57,45,45,33,999999,0,3
0,-2.29609,78,16,50,58,44,44,34,999999,0,3
0,-2.187066,78,38,50,58,28,28,57,999999,0,3
0,-2.191093,79,39,51,59,27,27,56,999999,0,3
0,-2.19203,79,39,51,59,27,27,56,999999,0,3
0,-2.344296,79,41,51,59,25,25,53,999999,0,3
0,-2.609543,78,42,50,58,24,24,51,999999,0,3
0,-2.798969,78,44,50,58,22,22,46,999999,0,3
0,-2.904625,78,44,50,58,22,22,46,999999,0,3
0,-2.929199,77,45,49,57,21,21,42,999999,0,3
0,-3.015852,76,46,48,56,20,20,33,999999,0,3
0,-3.036007,75,47,47,55,19,19,25,999999,0,3
0,-3.057666,74,48,46,54,18,18,21,999999,0,3
0,-3.08836,74,48,46,54,18,18,21,999999,0,3
0,-3.095499,73,49,45,53,17,17,21,999999,0,3
0,-2.967913,71,51,43,51,15,15,25,999999,0,3
0,-2.745385,71,51,43,51,15,15,25,999999,0,3
0,-2.459689,71,51,43,51,15,15,25,999999,0,3
0,-2.357254,71,53,43,51,15,15,22,999999,0,3
0,-2.333429,71,53,43,51,15,15,22,999999,0,3
0,-2.327888,71,53,43,51,15,15,22,999999,0,3
0,-2.326599,72,54,44,52,16,16,22,999999,0,3
0,-2.326299,71,55,45,53,15,15,21,999999,0,3
0,-2.32623,71,55,45,53,15,15,21,999999,0,3
0,-2.326213,72,56,46,54,16,16,21,999999,0,3
0,-2.32621,73,57,47,55,17,17,18,999999,0,3
0,-2.257727,73,57,47,55,17,17,18,999999,0,3
0,-2.208773,73,57,47,55,17,17,18,999999,0,3
0,-2.197387,72,58,48,56,16,16,19,999999,0,3
0,-2.608043,71,59,49,57,15,15,15,999999,0,3
0,-2.902866,71,59,49,57,15,15,15,999999,0,3
0,-2.97143,71,59,49,57,15,15,15,999999,0,3
0,-2.987378,70,60,50,58,14,14,11,999999,0,3
0,-3.090951,70,60,50,58,14,14,11,999999,0,3
0,-3.130407,69,61,51,59,13,13,17,999999,0,3
0,-3.139584,69,61,51,59,13,13,17,999999,0,3
0,-1.531431,76,26,48,56,34,34,48,999999,0,3
0,-1.664591,76,26,48,56,34,34,48,999999,0,3
0,-1.695563,77,27,49,57,33,33,39,999999,0,3
0,-3.138562,78,44,50,58,22,22,46,999999,0,3
0,-3.140743,77,45,49,57,21,21,42,999999,0,3
0,-3.141328,76,46,48,56,20,20,33,999999,0,3
2,2.803183,55,45,33,41,15,15,42,999999,0,3
2,-1.740733,54,44,32,40,16,16,45,999999,0,3
2,-0.622883,54,44,32,40,16,16,45,999999,0,3
2,-0.362907,55,45,33,41,15,15,42,999999,0,3
2,-0.069565,55,45,33,41,15,15,42,999999,0,3
2,0.110964,55,43,31,39,17,17,47,999999,0,3
2,0.568365,56,42,30,38,18,18,49,999999,0,3
2,1.042571,55,41,29,37,19,19,49,999999,0,3
2,1.233628,54,40,28,36,20,20,50,999999,0,3
2,1.323042,55,39,27,35,21,21,55,999999,0,3
2,1.411823,54,38,26,34,22,22,55,999999,0,3
2,1.432473,53,37,25,33,23,23,52,999999,0,3
2,1.484496,52,36,24,32,24,24,48,999999,0,3
2,1.503863,51,35,23,31,25,25,52,999999,0,3
2,1.518377,51,35,23,31,25,25,52,999999,0,3
2,1.536884,50,34,22,30,26,26,53,999999,0,3
2,1.541188,49,33,21,29,27,27,53,999999,0,3
2,1.736448,50,34,20,28,28,28,50,999999,0,3
2,1.816228,51,35,19,27,29,29,47,999999,0,3
2,1.745134,51,35,19,27,29,29,47,999999,0,3
2,1.728598,51,37,17,25,31,31,42,999999,0,3
2,1.670731,52,38,16,24,32,32,38,999999,0,3
2,1.648958,53,39,15,23,33,33,32,999999,0,3
2,1.622823,54,40,14,22,34,34,37,999999,0,3
2,1.606582,54,40,14,22,34,34,37,999999,0,3
2,1.602805,55,41,13,21,35,35,42,999999,0,3
2,1.817566,56,42,12,20,36,36,46,999999,0,3
2,1.900688,56,42,12,20,36,36,46,999999,0,3
2,1.76608,57,43,11,19,37,37,48,999999,0,3
2,1.734771,57,45,9,17,39,39,46,999999,0,3
2,1.984254,58,46,8,16,40,40,40,999999,0,3
2,2.042274,58,46,8,16,40,40,40,999999,0,3
2,2.055769,58,48,6,14,42,42,41,999999,0,3
2,1.663442,59,49,5,13,43,43,40,999999,0,3
2,1.637754,60,50,4,12,44,44,40,999999,0,3
2,1.631779,60,50,4,12,44,44,40,999999,0,3
2,1.63039,61,51,3,11,45,45,43,999999,0,3
2,1.58294,62,52,2,10,46,46,42,999999,0,3
2,1.571904,63,53,1,9,47,47,42,999999,0,3
2,2.661789,62,54,0,8,48,48,44,999999,0,3
2,3.083342,62,54,0,8,48,48,44,999999,0,3
2,-3.101807,61,55,1,7,49,49,46,999999,0,3
2,-3.135355,60,56,2,6,50,50,48,999999,0,3
2,3.140028,59,57,3,5,51,51,48,999999,0,3
2,3.140935,58,58,4,4,50,50,48,999999,0,3
2,3.141565,58,58,4,4,50,50,48,999999,0,3
2,-3.141474,57,59,5,3,49,49,48,999999,0,3
2,-3.141474,56,60,6,2,48,48,48,999999,0,3
2,-3.141474,56,60,6,2,48,48,48,999999,0,3
2,1.440141,58,60,48,48,2,2,31,999999,0,3
2,1.433806,57,59,47,47,1,1,31,999999,0,3
2,0.171806,57,59,47,47,1,1,31,999999,0,3
2,-0.315861,57,59,47,47,1,1,31,999999,0,3
2,-0.272718,58,58,46,48,2,2,31,999999,0,3
2,-0.238593,58,58,46,48,2,2,31,999999,0,3
2,-0.230657,60,58,46,50,4,4,30,999999,0,3
2,-0.228811,60,58,46,50,4,4,30,999999,0,3
2,-0.147452,61,57,45,51,5,5,29,999999,0,3
2,-0.116076,62,56,44,52,6,6,28,999999,0,3
2,-0.07772,63,55,45,53,7,7,27,999999,0,3
2,-0.053819,64,54,44,52,8,8,26,999999,0,3
2,-0.04826,64,54,44,52,8,8,26,999999,0,3
2,-0.113538,65,53,43,51,9,9,27,999999,0,3
2,-0.128721,66,52,42,50,10,10,31,999999,0,3
2,-0.549182,68,52,42,50,12,12,27,999999,0,3
2,-1.277196,68,52,42,50,12,12,27,999999,0,3
2,-0.940011,69,53,43,51,13,13,22,999999,0,3
2,-0.783668,70,52,42,50,14,14,24,999999,0,3
2,-0.332144,71,51,43,51,15,15,25,999999,0,3
2,-0.026921,72,50,44,52,16,16,22,999999,0,3
2,0.086311,73,49,45,53,17,17,21,999999,0,3
2,0.133026,73,49,45,53,17,17,21,999999,0,3
2,0.143891,74,48,46,54,18,18,21,999999,0,3
2,-0.060652,75,47,47,55,19,19,25,999999,0,3
2,-0.108225,76,46,48,56,20,20,33,999999,0,3
2,-0.033284,77,45,49,57,21,21,42,999999,0,3
2,-0.002619,77,45,49,57,21,21,42,999999,0,3
2,0.004513,78,44,50,58,22,22,46,999999,0,3
2,0.002631,79,43,51,59,23,23,49,999999,0,3
2,0.000485,80,42,52,60,24,24,51,999999,0,3
2,0.000053,81,41,53,61,25,25,53,999999,0,3
2,0.000053,81,41,53,61,25,25,53,999999,0,3
2,0.000053,82,40,54,62,26,26,55,999999,0,3
2,0.000053,83,39,55,63,27,27,55,999999,0,3
2,0.000053,84,38,56,64,28,28,55,999999,0,3
2,0.000053,85,37,57,65,29,29,56,999999,0,3
2,0.000053,85,37,57,65,29,29,56,999999,0,3
2,0.000053,86,36,58,66,30,30,56,999999,0,3
2,1.048213,86,36,58,66,30,30,56,999999,0,3
2,1.453248,85,35,57,65,31,31,57,999999,0,3
2,1.54576,84,34,56,64,32,32,58,999999,0,3
2,1.564735,83,33,55,63,33,33,58,999999,0,3
2,1.569148,82,32,54,62,32,32,58,999999,0,3
2,1.570405,81,31,53,61,31,31,56,999999,0,3
2,1.570733,81,31,53,61,31,31,56,999999,0,3
2,1.5708,80,30,52,60,30,30,53,999999,0,3
2,1.5708,79,29,51,59,31,31,48,999999,0,3
2,1.5708,78,28,50,58,32,32,39,999999,0,3
2,1.5708,78,28,50,58,32,32,39,999999,0,3
2,1.5708,77,27,49,57,33,33,39,999999,0,3
2,1.5708,76,26,48,56,34,34,48,999999,0,3
2,1.571549,75,25,47,55,35,35,54,999999,0,3
2,1.571723,74,24,46,54,36,36,54,999999,0,3
2,1.571,73,23,45,53,37,37,55,999999,0,3
2,1.570832,73,23,45,53,37,37,55,999999,0,3
2,1.570798,72,22,44,52,38,38,51,999999,0,3
2,1.570798,71,21,43,51,39,39,48,999999,0,3
2,1.570798,70,20,42,50,40,40,48,999999,0,3
2,1.570798,69,19,41,49,41,41,50,999999,0,3
2,1.570798,69,19,41,49,41,41,50,999999,0,3
2,1.570798,68,18,40,48,42,42,54,999999,0,3
2,1.570798,67,17,39,47,43,43,57,999999,0,3
2,1.570798,66,16,38,46,44,44,60,999999,0,3
2,1.570798,67,17,37,45,45,45,61,999999,0,3
2,1.570798,67,17,37,45,45,45,61,999999,0,3
2,1.814687,68,18,36,44,46,46,59,999999,0,3
2,2.240069,68,20,34,42,46,46,62,999999,0,3
2,1.7877,69,21,33,41,47,47,57,999999,0,3
2,1.597676,69,21,33,41,47,47,57,999999,0,3
2,1.55348,70,22,32,40,48,48,54,999999,0,3
2,1.564524,70,22,32,40,48,48,54,999999,0,3
2,1.570374,71,23,31,39,49,49,56,999999,0,3
2,1.571013,72,24,30,38,50,50,60,999999,0,3
2,1.570813,73,25,29,37,51,51,64,999999,0,3
2,1.570767,74,26,28,36,52,52,68,999999,0,3
2,1.570767,75,27,27,35,53,53,69,999999,0,3
2,1.570767,76,28,26,34,54,54,68,999999,0,3
2,1.570767,77,29,25,33,55,55,68,999999,0,3
2,1.570767,77,29,25,33,55,55,68,999999,0,3
2,1.570767,78,30,24,32,56,56,67,999999,0,3
2,1.570767,79,31,23,31,57,57,66,999999,0,3
2,1.570767,79,31,23,31,57,57,66,999999,0,3
2,2.080946,80,32,22,30,58,58,64,999999,0,3
2,2.970781,79,33,21,29,57,57,63,999999,0,3
2,-3.105459,78,34,20,28,56,56,63,999999,0,3
2,-3.126674,78,34,20,28,56,56,63,999999,0,3
2,3.140907,77,35,19,27,55,55,61,999999,0,3
2,3.138985,76,36,18,26,54,54,60,999999,0,3
2,3.141119,75,37,17,25,53,53,59,999999,0,3
2,-3.14157,74,38,16,24,52,52,57,999999,0,3
2,-3.141524,74,38,16,24,52,52,57,999999,0,3
2,-3.141524,73,39,15,23,51,51,54,999999,0,3
2,-3.141524,72,40,14,22,50,50,47,999999,0,3
2,-3.141524,71,41,13,21,49,49,46,15,1,3
2,-3.141524,70,42,12,20,48,48,45,15,1,3
2,1.931328,71,43,11,19,49,49,34,15,1,3
2,1.649844,71,43,11,19,49,49,34,16,1,3
2,1.584381,72,44,10,18,50,50,21,17,1,3
2,2.757385,71,45,9,17,49,49,31,999999,0,3
2,2.692755,70,46,8,16,48,48,34,999999,0,3
2,2.693581,70,46,8,16,48,48,34,999999,0,3
2,2.830474,69,47,7,15,49,49,35,999999,0,3
2,3.0374,69,47,7,15,49,49,35,999999,0,3
2,3.117358,69,47,7,15,49,49,35,999999,0,3
2,3.135957,68,48,6,14,50,50,35,999999,0,3
2,3.140282,68,48,6,14,50,50,35,999999,0,3
2,3.141288,67,49,5,13,51,51,31,999999,0,3
2,3.141522,66,50,4,12,50,50,28,999999,0,3
2,3.141569,66,50,4,12,50,50,28,999999,0,3
2,3.141569,65,51,3,11,49,49,33,999999,0,3
2,3.141569,64,52,2,10,48,48,37,999999,0,3
2,3.141569,63,53,1,9,47,47,42,999999,0,3
2,3.141569,62,54,0,8,48,48,44,999999,0,3
2,3.141569,62,54,0,8,48,48,44,999999,0,3
2,3.141569,61,55,1,7,49,49,46,999999,0,3
2,3.141569,60,56,2,6,50,50,48,999999,0,3
2,3.141569,59,57,3,5,51,51,48,999999,0,3
2,3.141569,58,58,4,4,50,50,48,999999,0,3
2,3.141569,58,58,4,4,50,50,48,999999,0,3
2,3.141569,57,59,5,3,49,49,48,999999,0,3
2,3.141569,56,60,6,2,48,48,48,999999,0,3
2,3.141569,55,61,7,1,47,47,48,999999,0,3
2,0.355728,57,41,29,37,19,19,51,999999,0,3
2,0.355711,56,40,28,36,20,20,54,999999,0,3
2,1.137901,57,39,29,37,21,21,58,999999,0,3
2,1.69703,57,39,29,37,21,21,58,999999,0,3
2,1.748722,57,39,29,37,21,21,58,999999,0,3
2,1.722961,56,38,28,36,22,22,59,999999,0,3
2,1.716969,56,38,28,36,22,22,59,999999,0,3
2,1.715576,54,38,26,34,22,22,55,999999,0,3
2,1.662102,53,37,25,33,23,23,52,999999,0,3
2,1.641486,52,36,24,32,24,24,48,999999,0,3
2,1.618978,52,36,24,32,24,24,48,999999,0,3
2,1.605201,51,35,23,31,25,25,52,999999,0,3
2,1.601996,50,34,22,30,26,26,53,999999,0,3
2,1.5924,49,33,21,29,27,27,53,999999,0,3
2,1.585899,50,34,20,28,28,28,50,999999,0,3
2,1.77489,51,35,19,27,29,29,47,999999,0,3
2,1.91071,51,35,19,27,29,29,47,999999,0,3
2,1.942301,51,37,17,25,31,31,42,999999,0,3
2,1.966911,52,38,16,24,32,32,38,999999,0,3
2,1.661801,53,39,15,23,33,33,32,999999,0,3
2,1.59101,53,39,15,23,33,33,32,999999,0,3
2,1.574544,54,40,14,22,34,34,37,999999,0,3
2,1.57091,54,40,14,22,34,34,37,999999,0,3
2,1.57036,55,41,13,21,35,35,42,999999,0,3
2,1.570232,56,42,12,20,36,36,46,999999,0,3
2,1.827959,57,43,11,19,37,37,48,999999,0,3
2,1.927553,57,43,11,19,37,37,48,999999,0,3
2,1.950718,57,45,9,17,39,39,46,999999,0,3
2,-3.089583,58,44,10,18,38,38,45,999999,0,3
2,-3.075867,58,44,10,18,38,38,45,999999,0,3
2,-3.074597,58,44,10,18,38,38,45,999999,0,3
2,2.512238,58,44,10,18,38,38,45,999999,0,3
2,2.24281,57,45,9,17,39,39,46,999999,0,3
2,2.180152,57,45,9,17,39,39,46,999999,0,3
2,1.835586,58,46,8,16,40,40,40,999999,0,3
2,2.062207,58,46,8,16,40,40,40,999999,0,3
2,2.339591,58,48,6,14,42,42,41,999999,0,3
2,1.948765,58,48,6,14,42,42,41,999999,0,3
2,1.638287,59,49,5,13,43,43,40,999999,0,3
2,1.581134,60,50,4,12,44,44,40,999999,0,3
2,1.5751,61,51,3,11,45,45,43,999999,0,3
2,1.573696,61,51,3,11,45,45,43,999999,0,3
2,1.821717,62,52,2,10,46,46,42,999999,0,3
2,2.254799,62,54,0,8,48,48,44,999999,0,3
2,2.880482,61,55,1,7,49,49,46,999999,0,3
2,3.106762,61,55,1,7,49,49,46,999999,0,3
2,-3.134562,60,56,2,6,50,50,48,999999,0,3
2,-3.141098,59,57,3,5,51,51,48,999999,0,3
2,3.140568,58,58,4,4,50,50,48,999999,0,3
2,3.141272,57,59,5,3,49,49,48,999999,0,3
2,-3.141587,57,59,5,3,49,49,48,999999,0,3
2,-3.141522,56,60,6,2,48,48,48,999999,0,3
2,-3.141522,55,61,7,1,47,47,48,999999,0,3
2,-2.775714,58,58,46,48,2,2,31,999999,0,3
2,-2.775807,57,59,47,47,1,1,31,999999,0,3
2,-1.9789,57,59,47,47,1,1,31,999999,0,3
2,-0.588944,57,59,47,47,1,1,31,999999,0,3
2,-0.251155,57,59,47,47,1,1,31,999999,0,3
2,-0.170364,58,58,46,48,2,2,31,999999,0,3
2,-0.151572,59,57,45,49,3,3,30,999999,0,3
2,-0.102684,60,56,44,50,4,4,29,999999,0,3
2,-0.024024,60,56,44,50,4,4,29,999999,0,3
2,-0.005728,61,55,43,51,5,5,28,999999,0,3
2,-0.001473,61,55,43,51,5,5,28,999999,0,3
2,-0.261507,62,54,44,52,6,6,26,999999,0,3
2,-0.201461,64,54,44,52,8,8,26,999999,0,3
2,-0.168949,65,53,43,51,9,9,27,999999,0,3
2,-0.548147,66,52,42,50,10,10,31,999999,0,3
2,-0.822852,100000000,100000000,100000000,100000000,100000000,100000000,0,999999,0,3
2,-0.554323,68,52,42,50,12,12,27,999999,0,3
2,-0.440732,70,52,42,50,14,14,24,999999,0,3
2,-0.233825,70,52,42,50,14,14,24,999999,0,3
2,-0.185704,71,51,43,51,15,15,25,999999,0,3
2,-0.128378,72,50,44,52,16,16,22,999999,0,3
2,-0.092794,72,50,44,52,16,16,22,999999,0,3
2,-0.084518,73,49,45,53,17,17,21,999999,0,3
2,-0.048703,74,48,46,54,18,18,21,999999,0,3
2,-0.040374,75,47,47,55,19,19,25,999999,0,3
2,-0.027854,76,46,48,56,20,20,33,999999,0,3
2,-0.019839,77,45,49,57,21,21,42,999999,0,3
2,-0.017975,77,45,49,57,21,21,42,999999,0,3
2,-0.010214,79,43,51,59,23,23,49,999999,0,3
2,-0.008409,79,43,51,59,23,23,49,999999,0,3
2,-0.005777,80,42,52,60,24,24,51,999999,0,3
2,-0.004099,80,42,52,60,24,24,51,999999,0,3
2,-0.003709,81,41,53,61,25,25,53,999999,0,3
2,-0.002282,82,40,54,62,26,26,55,999999,0,3
2,-0.001745,83,39,55,63,27,27,55,999999,0,3
2,0.557915,84,38,56,64,28,28,55,999999,0,3
2,0.971384,83,37,55,63,29,29,57,999999,0,3
2,1.162651,82,36,54,62,30,30,58,999999,0,3
2,1.266149,82,34,54,62,32,32,59,999999,0,3
2,1.379421,82,34,54,62,32,32,59,999999,0,3
2,1.405767,81,33,53,61,31,31,58,999999,0,3
2,1.26438,80,32,52,60,30,30,56,999999,0,3
2,1.2088,80,32,52,60,30,30,56,999999,0,3
2,1.195872,80,30,52,60,30,30,53,999999,0,3
2,1.013125,79,29,51,59,31,31,48,999999,0,3
2,1.48297,78,28,50,58,32,32,39,999999,0,3
2,1.592238,78,28,50,58,32,32,39,999999,0,3
2,1.6001,77,27,49,57,33,33,39,999999,0,3
2,1.575396,76,26,48,56,34,34,48,999999,0,3
2,1.570591,75,25,47,55,35,35,54,999999,0,3
2,1.570895,74,24,46,54,36,36,54,999999,0,3
2,1.570966,74,24,46,54,36,36,54,999999,0,3
2,1.570983,73,23,45,53,37,37,55,999999,0,3
2,1.570983,72,22,44,52,38,38,51,999999,0,3
2,1.570983,71,21,43,51,39,39,48,999999,0,3
2,1.570983,70,20,42,50,40,40,48,999999,0,3
2,1.570983,69,19,41,49,41,41,50,999999,0,3
2,1.570983,69,19,41,49,41,41,50,999999,0,3
2,1.570983,68,18,40,48,42,42,54,999999,0,3
2,1.570983,67,17,39,47,43,43,57,999999,0,3
2,1.570983,66,16,38,46,44,44,60,999999,0,3
2,1.570983,67,17,37,45,45,45,61,999999,0,3
2,1.570983,67,17,37,45,45,45,61,999999,0,3
2,1.570983,68,18,36,44,46,46,59,999999,0,3
2,1.570983,69,19,35,43,47,47,53,999999,0,3
2,2.547946,68,20,34,42,46,46,62,999999,0,3
2,1.977724,69,21,33,41,47,47,57,999999,0,3
2,1.651651,69,21,33,41,47,47,57,999999,0,3
2,1.594038,70,22,32,40,48,48,54,999999,0,3
2,1.580637,71,23,31,39,49,49,56,999999,0,3
2,1.572805,72,24,30,38,50,50,60,999999,0,3
2,1.570983,73,25,29,37,51,51,64,999999,0,3
2,1.570698,73,25,29,37,51,51,64,999999,0,3
2,1.570698,74,26,28,36,52,52,68,999999,0,3
2,1.570698,75,27,27,35,53,53,69,999999,0,3
2,1.570698,76,28,26,34,54,54,68,999999,0,3
2,1.570698,77,29,25,33,55,55,68,999999,0,3
2,1.570698,77,29,25,33,55,55,68,999999,0,3
2,1.570698,78,30,24,32,56,56,67,999999,0,3
2,1.570698,79,31,23,31,57,57,66,999999,0,3
2,2.189727,79,33,21,29,57,57,63,999999,0,3
2,2.771216,78,34,20,28,56,56,63,999999,0,3
2,3.117448,78,34,20,28,56,56,63,999999,0,3
2,-3.085217,77,35,19,27,55,55,61,999999,0,3
2,-3.09321,77,35,19,27,55,55,61,999999,0,3
2,-3.135467,76,36,18,26,54,54,60,999999,0,3
2,3.140007,75,37,17,25,53,53,59,999999,0,3
2,3.141414,74,38,16,24,52,52,57,999999,0,3
2,-3.141444,73,39,15,23,51,51,54,999999,0,3
2,-3.141393,73,39,15,23,51,51,54,999999,0,3
2,-3.141393,72,40,14,22,50,50,47,999999,0,3
2,3.01887,71,41,13,21,49,49,46,999999,0,3
2,2.286564,70,42,12,20,48,48,45,999999,0,3
2,2.062311,71,43,11,19,49,49,34,999999,0,3
2,2.382451,71,43,11,19,49,49,34,999999,0,3
2,2.382451,70,44,10,18,48,48,37,999999,0,3
2,2.854394,70,46,8,16,48,48,34,999999,0,3
2,3.001525,70,46,8,16,48,48,34,999999,0,3
2,3.10738,70,46,8,16,48,48,34,999999,0,3
2,3.132001,69,47,7,15,49,49,35,999999,0,3
2,3.137727,69,47,7,15,49,49,35,999999,0,3
2,3.139059,69,47,7,15,49,49,35,999999,0,3
2,3.139369,68,48,6,14,50,50,35,999999,0,3
2,3.1403,67,49,5,13,51,51,31,999999,0,3
2,3.140517,66,50,4,12,50,50,28,999999,0,3
2,3.140938,65,51,3,11,49,49,33,999999,0,3
2,3.141093,64,52,2,10,48,48,37,21,1,3
2,3.141124,64,52,2,10,48,48,37,21,1,3
2,3.141124,63,53,1,9,47,47,42,16,1,3
2,3.141124,62,54,0,8,48,48,44,16,1,3
2,3.141124,61,55,1,7,49,49,46,16,1,3
2,3.141124,60,56,2,6,50,50,48,16,1,3
2,3.141254,60,56,2,6,50,50,48,16,1,3
2,3.141481,59,57,3,5,51,51,48,16,1,3
2,3.141534,58,58,4,4,50,50,48,16,1,3
2,3.141539,57,59,5,3,49,49,48,16,1,3
2,3.141539,56,60,6,2,48,48,48,17,1,3
2,3.141539,56,60,6,2,48,48,48,999999,0,3
2,-2.038492,57,61,49,47,1,1,30,999999,0,3
2,-2.038492,57,61,49,47,1,1,30,999999,0,3
2,-1.415619,57,61,49,47,1,1,30,999999,0,3
2,-0.329228,57,61,49,47,1,1,30,999999,0,3
2,-0.076568,57,61,49,47,1,1,30,999999,0,3
2,-0.017809,57,61,49,47,1,1,30,999999,0,3
2,-0.004142,58,60,48,48,2,2,31,999999,0,3
2,-0.000963,58,60,48,48,2,2,31,999999,0,3
2,-0.000224,59,59,47,49,3,3,31,999999,0,3
2,-0.000224,60,58,46,50,4,4,30,999999,0,3
2,-0.000224,61,57,45,51,5,5,29,999999,0,3
2,-0.000224,62,56,44,52,6,6,28,999999,0,3
2,-0.000224,63,55,45,53,7,7,27,999999,0,3
2,-0.000224,63,55,45,53,7,7,27,999999,0,3
2,-0.000224,65,53,43,51,9,9,27,999999,0,3
